species	superkingdom	phylum	class	order	family
2918645920	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2918651228	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2918655624	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2918659339	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918664324	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2918668086	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2918673184	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918678042	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918684406	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918690734	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918697232	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2918701511	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918705485	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918709106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
2918713800	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918718702	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918725386	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918732970	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918737676	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918742440	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2918748958	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2918755432	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2918762815	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2918767335	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918774176	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2918778534	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918786152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918792881	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2918798506	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918803200	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918807896	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918814736	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2918819840	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918824543	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
2918829582	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918835809	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918843722	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918849986	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918856767	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2918861687	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2918867047	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2918871738	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2918876283	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2918880603	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2918885551	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918893043	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
2918897435	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918905307	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2918911736	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2918918174	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2918924188	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2918930624	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2918938498	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2918944146	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2918948996	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2919034639	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2919039151	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2919042368	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae
2919051321	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2919055335	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae
2919059106	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2919063839	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2919089067	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2919093281	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2919097161	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2919100787	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2919108558	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2919114240	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2919119836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2919125081	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2919130084	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2919134579	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2919138771	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2919143609	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2919177583	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2919182534	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2919186247	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2919191525	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2919414237	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2919420072	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae
2919425241	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2919432681	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae
2919437846	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2919443155	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae
2919446982	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae
2919450847	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
2919456309	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2919462493	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2919468124	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae
2919713450	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae
2919888281	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae
2919897874	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae
2919912136	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae
2919917403	Bacteria	Cyanobacteria	NA	Oscillatoriales	Desertifilaceae
2919932697	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae
2919936540	Bacteria	Cyanobacteria	NA	Synechococcales	Leptolyngbyaceae
2919943560	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae
2919948984	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae
2919968320	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae
2919975485	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA
2919978586	Bacteria	Cyanobacteria	NA	Synechococcales	Trichocoleusaceae
2919984651	Bacteria	Cyanobacteria	NA	Synechococcales	Leptolyngbyaceae
2919997581	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae
2920000411	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae
2920004584	Bacteria	Cyanobacteria	NA	Synechococcales	Trichocoleusaceae
2920010839	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae
2920018532	Bacteria	Cyanobacteria	NA	Chroococcales	Geminocystaceae
2920022140	Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae
2920027823	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920031645	Bacteria	Cyanobacteria	NA	Nostocales	Calotrichaceae
2920062664	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2920066549	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2920074156	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2920080394	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae
2920089447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920107658	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae
2920115273	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2920125314	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae
2920138197	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae
2920144799	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae
2920149672	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920153190	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae
2920162477	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2920171302	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae
2920180002	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2920184046	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2920200153	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae
2920210474	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae
2920213499	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae
2920216876	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2920227158	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
2920230969	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2920262427	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae
2920266173	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinifilaceae
2920281269	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae
2920292642	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2920377706	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2920381354	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2920387048	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2920394580	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920398500	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Wenzhouxiangellaceae
2920431847	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2920441907	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2920444975	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae
2920503340	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae
2920542158	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae
2920551333	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae
2920580016	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae
2920596320	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920599823	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920603407	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920607550	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920611522	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920615562	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920619526	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920623112	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920630516	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920634446	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920638024	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920642213	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920645781	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920650077	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920653555	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2920707710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
2920749221	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2920755722	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920776057	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920780691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920785022	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2920809557	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
2920829172	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920833842	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920838192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920846674	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
2920851046	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
2920855723	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
2920858754	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
2920863029	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
2920867107	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
2920871452	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
2920874374	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
2920897379	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2920906855	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2920912326	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920924898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2920929050	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2920945115	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2920960040	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2920966001	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2920970810	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2920976961	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2920985080	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2921019615	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2921027287	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2921030728	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2921034263	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2921038491	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2921044416	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2921215294	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2921270874	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae
2921275117	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2921278680	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2921304753	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae
2921313546	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2921333427	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2921339674	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2921354122	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2921383071	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae
2921387157	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae
2921438136	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae
2921529670	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae
2921538597	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae
2921543579	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae
2921585981	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921590542	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921594562	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921599314	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921603942	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921613066	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921617239	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921626159	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2921629928	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae
2921657609	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2921691928	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2921726458	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2921738451	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2921746131	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2921794812	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae
2921855942	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921860259	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921867504	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921875423	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921879652	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921883747	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921887834	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921891913	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2921905465	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae
2922124256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2922139171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2922145295	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2922165591	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2922246775	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2922257965	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2922273913	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2922368715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2922401287	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2922425934	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2922444769	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2922465951	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2922476369	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae
2922485446	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae
2922500269	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2922510852	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2922515794	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2922521168	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2922583686	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae
2922684009	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2922715855	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2922935125	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae
2923059056	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2923069380	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2923088545	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2923510766	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2923516293	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2923519811	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2923525760	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae
2923529994	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2923533975	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
2923537150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2923542730	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2923548302	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2923552084	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2923586266	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2923634449	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
2923739291	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2923745158	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae
2923747745	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae
2923759683	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
2923764317	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923768495	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923772154	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923776313	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923780412	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923784000	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923787886	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923792183	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923796368	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923799945	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923804072	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923808198	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923812335	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
2923862544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2923875786	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2923884989	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2923893812	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2923898313	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2924118669	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae
