functional group	relationtype	taxa	taxa_original	taxalevel	reference
fermentation	taxa	Tepidibacillus decaturensis	Tepidibacillus decaturensis	species	# DOI:10.1099/ijsem.0.001295
iron_respiration	taxa	Tepidibacillus decaturensis	Tepidibacillus decaturensis	species	# DOI:10.1099/ijsem.0.001295
manganese_respiration	taxa	Tepidibacillus decaturensis	Tepidibacillus decaturensis	species	# DOI:10.1099/ijsem.0.001295
nitrate_respiration	taxa	Tepidibacillus decaturensis	Tepidibacillus decaturensis	species	# DOI:10.1099/ijsem.0.001295
fermentation	taxa	Tepidibacter formicigenes	Tepidibacter formicigenes	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
dark_oxidation_of_sulfur_compounds	taxa	Tepidimonas ignava	Tepidimonas ignava	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_reduction	taxa	Terrabacter aerolatus	Terrabacter aerolatus	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Terrabacter terrae	Terrabacter terrae	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Terrabacter tumescens	Terrabacter tumescens	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Terracoccus luteus	Terracoccus luteus	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Tersicoccus phoenicis	Tersicoccus phoenicis	species	# DOI:10.1099/ijs.0.047134-0
nitrate_reduction	taxa	Tersicoccus phoenicis	Tersicoccus phoenicis	species	# DOI:10.1099/ijs.0.047134-0
aerobic_chemoheterotrophy	taxa	Tessaracoccus bendigoensis	Tessaracoccus bendigoensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Tessaracoccus bendigoensis	Tessaracoccus bendigoensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Tetrasphaera elongata	Tetrasphaera elongata	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Tetrasphaera jenkinsii	Tetrasphaera jenkinsii	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Tetrasphaera jenkinsii	Tetrasphaera jenkinsii	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Tetrasphaera jenkinsii	Tetrasphaera jenkinsii	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_anoxygenic_phototrophy	taxa	Thalassobacter stenotrophicus	Thalassobacter stenotrophicus	species	# DOI:10.1007/978-1-4020-8815-5_3
aerobic_chemoheterotrophy	taxa	Thalassobaculum salexigens	Thalassobaculum salexigens	species	# DOI:10.1099/ijs.0.011460-0
aerobic_chemoheterotrophy	taxa	Thalassobius gelatinovorus	Thalassobius gelatinovorus	species	# DOI:10.1099/ijs.0.63842-0
aerobic_chemoheterotrophy	taxa	Thalassococcus lentus	Thalassococcus lentus	species	# DOI:10.1007/s10482-012-9826-8
oil_bioremediation	taxa	Thalassolituus oleivorans	Thalassolituus oleivorans	species	# DOI:10.1099/ijs.0.02424-0
aerobic_chemoheterotrophy	taxa	Thalassospira lucentensis	Thalassospira lucentensis	species	# DOI:10.1099/ijs.0.01928-0
nitrate_respiration	taxa	Thalassospira permensis	Thalassospira permensis	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
aerobic_chemoheterotrophy	taxa	Thalassospira profundimaris	Thalassospira profundimaris	species	# DOI:10.1099/ijs.0.64544-0
nitrate_respiration	taxa	Thalassospira profundimaris	Thalassospira profundimaris	species	# DOI:10.1099/ijs.0.64544-0
nitrate_respiration	taxa	Thalassospira profundimaris	Thalassospira profundimaris	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
aromatic_hydrocarbon_degradation	taxa	Thalassospira tepidiphila	Thalassospira tepidiphila	species	# DOI:10.1099/ijs.0.65476-0
nitrate_respiration	taxa	Thalassospira tepidiphila	Thalassospira tepidiphila	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
nitrate_respiration	taxa	Thalassospira xiamenensis	Thalassospira xiamenensis	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
aromatic_hydrocarbon_degradation	taxa	Thalassospira xianhensis	Thalassospira xianhensis	species	# DOI:10.1099/ijs.0.013201-0
nitrate_respiration	taxa	Thalassospira xianhensis	Thalassospira xianhensis	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
aromatic_compound_degradation	taxa	Thauera aminoaromatica	Thauera aminoaromatica	species	# DOI:10.5772/55920  and   DOI:10.1007/s00203-002-0422-6
nitrate_denitrification	taxa	Thauera aminoaromatica	Thauera aminoaromatica	species	# DOI:10.5772/55920  and   DOI:10.1007/s00203-002-0422-6
nitrite_respiration	taxa	Thauera aminoaromatica	Thauera aminoaromatica	species	# DOI:10.5772/55920  and   DOI:10.1007/s00203-002-0422-6
aromatic_compound_degradation	taxa	Thauera aromatica	Thauera aromatica	species	# DOI:10.1099/00207713-45-2-327  and  Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aromatic_hydrocarbon_degradation	taxa	Thauera aromatica	Thauera aromatica	species	# Biegert et al (1996). Evidence that anaerobic oxidation of toluene in the denitrifying bacterium Thauera aromatica is initiated by formation of benzylsuccinate from toluene and fumarate
aromatic_hydrocarbon_degradation	taxa	Thauera aromatica	Thauera aromatica	species	# Spormann and Widdel (2000) - Metabolism of alkylbenzenes, alkanes, and other hydrocarbons in anaerobic bacteria
nitrate_denitrification	taxa	Thauera aromatica	Thauera aromatica	species	# DOI:10.1007/BF00414814  and  DOI:10.1099/00207713-45-2-327  and  Biegert et al (1996). Evidence that anaerobic oxidation of toluene in the denitrifying bacterium Thauera aromatica is initiated by formation of benzylsuccinate from toluene and fumarate
nitrate_respiration	taxa	Thauera aromatica	Thauera aromatica	species	# DOI:10.1099/00207713-51-2-589
nitrate_respiration	taxa	Thauera chlorobenzoica	Thauera chlorobenzoica	species	# DOI:10.1099/00207713-51-2-589
aromatic_hydrocarbon_degradation	taxa	Thauera DNT-1	Thauera DNT-1	species	# DOI:10.1128/AEM.70.3.1385–1392.2004
nitrate_denitrification	taxa	Thauera DNT-1	Thauera DNT-1	species	# DOI:10.1128/AEM.70.3.1385–1392.2004
nitrate_respiration	taxa	Thauera linaloolentis	Thauera linaloolentis	species	# DOI:10.1099/00207713-51-2-589
nitrate_respiration	taxa	Thauera mechernichensis	Thauera mechernichensis	species	# DOI:10.1099/00207713-51-2-589
aromatic_compound_degradation	taxa	Thauera phenylacetica	Thauera phenylacetica	species	# DOI:10.5772/55920  and   DOI:10.1007/s00203-002-0422-6
nitrate_denitrification	taxa	Thauera phenylacetica	Thauera phenylacetica	species	# DOI:10.5772/55920  and   DOI:10.1007/s00203-002-0422-6
nitrite_respiration	taxa	Thauera phenylacetica	Thauera phenylacetica	species	# DOI:10.5772/55920  and   DOI:10.1007/s00203-002-0422-6
nitrate_respiration	taxa	Thauera selenatis	Thauera selenatis	species	# DOI:10.1099/00207713-51-2-589
nitrate_respiration	taxa	Thauera terpenica	Thauera terpenica	species	# DOI:10.1099/00207713-51-2-589
nitrate_respiration	taxa	Thauera terpenica	Thauera terpenica	species	# DOI:10.1099/00207713-51-2-589
fermentation	taxa	Themoanaerobacterium calidifontis	Themoanaerobacterium calidifontis	species	# DOI:10.1007/s00203-013-0895-5
xylanolysis	taxa	Themoanaerobacterium calidifontis	Themoanaerobacterium calidifontis	species	# DOI:10.1007/s00203-013-0895-5
fermentation	taxa	Thermosipho melanesiensis	Thennosipho melanesiensis	species	# DOI:10.1099/00207713-47-4-1118
sulfur_respiration	taxa	Thermosipho melanesiensis	Thennosipho melanesiensis	species	# DOI:10.1099/00207713-47-4-1118
fermentation	taxa	Thermacetogenium phaeum	Thermacetogenium phaeum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
sulfate_respiration	taxa	Thermacetogenium phaeum	Thermacetogenium phaeum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
thiosulfate_respiration	taxa	Thermacetogenium phaeum	Thermacetogenium phaeum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
aerobic_chemoheterotrophy	taxa	Thermaerobacter composti	Thermaerobacter composti	species	# DOI:10.2323/jgam.55.323
fermentation	taxa	Thermicanus aegyptius	Thermicanus aegyptius	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Thermicanus aegyptius	Thermicanus aegyptius	species	# Gøßner et al (1999) - Thermicanus aegyptius gen. nov., sp. nov., Isolated from Oxic Soil, a Fermentative Microaerophile That Grows Commensally with the Thermophilic Acetogen Moorella thermoacetica
dark_hydrogen_oxidation	taxa	Thermincola ferriacetica	Thermincola ferriacetica	species	# DOI:10.1007/s00792-006-0004-7
iron_respiration	taxa	Thermincola ferriacetica	Thermincola ferriacetica	species	# DOI:10.1007/s00792-006-0004-7
dark_sulfide_oxidation	taxa	Thermithiobacillus tepidarius	Thermithiobacillus tepidarius	species	# DOI:10.1099/00207713-50-2-511  and  Wood and Kelly (1986). Chemolithotrophic metabolism of the newly-isolated moderately thermophilic, obligately autotrophic Thiobacillus tepidarius
dark_sulfite_oxidation	taxa	Thermithiobacillus tepidarius	Thermithiobacillus tepidarius	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_thiosulfate_oxidation	taxa	Thermithiobacillus tepidarius	Thermithiobacillus tepidarius	species	# DOI:10.1099/00207713-50-2-511  and  Wood and Kelly (1986). Chemolithotrophic metabolism of the newly-isolated moderately thermophilic, obligately autotrophic Thiobacillus tepidarius
reductive_acetogenesis	taxa	Thermacetogenium phaeum	Thermoacetogenium phaeum	species	# 10.1002/9780470015902.a0020086.pub2
xylanolysis	taxa	Thermoactinomyces vulgaris	Thermoactinomyces vulgaris	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595
sulfite_respiration	taxa	Thermoanaerobacter brockii lactiethylicus	Thermoanaerobacter brockii lactiethylicus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Thermoanaerobacter italicus	Thermoanaerobacter italicus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacter italicus	Thermoanaerobacter italicus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
reductive_acetogenesis	taxa	Thermoanaerobacter kivui	Thermoanaerobacter kivui	species	# 10.1002/9780470015902.a0020086.pub2
fermentation	taxa	Thermoanaerobacter mathranii BG1	Thermoanaerobacter mathranii BG1	species	# DOI:US Patent US 8512714 B2
xylanolysis	taxa	Thermoanaerobacter mathranii mathranii	Thermoanaerobacter mathranii mathranii	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacter saccharolyticum	Thermoanaerobacter saccharolyticum	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595
iron_respiration	taxa	Thermoanaerobacter siderophilus	Thermoanaerobacter siderophilus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
sulfite_respiration	taxa	Thermoanaerobacter siderophilus	Thermoanaerobacter siderophilus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
cellulolysis	taxa	Thermoanaerobacter thermocopriae	Thermoanaerobacter thermocopriae	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacter thermocopriae	Thermoanaerobacter thermocopriae	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_reduction	taxa	Thermoanaerobacter thermohydrosulfuricus	Thermoanaerobacter thermohydrosulfuricus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
sulfite_respiration	taxa	Thermoanaerobacter thermohydrosulfuricus	Thermoanaerobacter thermohydrosulfuricus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
sulfite_respiration	taxa	Thermoanaerobacter wiegelii	Thermoanaerobacter wiegelii	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
sulfite_respiration	taxa	Thermoanaerobacterium aciditolerans	Thermoanaerobacterium aciditolerans	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacterium aciditolerans	Thermoanaerobacterium aciditolerans	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacterium aotearoense	Thermoanaerobacterium aotearoense	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Thermoanaerobacterium saccharolyticum	Thermoanaerobacterium saccharolyticum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacterium saccharolyticum	Thermoanaerobacterium saccharolyticum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium thermosaccharolyticum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_reduction	taxa	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium thermosaccharolyticum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
sulfite_respiration	taxa	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium thermosaccharolyticum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium thermosaccharolyticum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacterium thermosulfurigenes	Thermoanaerobacterium thermosulfurigenes	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Thermoanaerobacterium zeae	Thermoanaerobacterium zeae	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
xylanolysis	taxa	Thermoanaerobacterium zeae	Thermoanaerobacterium zeae	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Thermoanaerobaculum aquaticum	Thermoanaerobaculum aquaticum	species	# DOI:10.1099/ijs.0.051425-0
iron_respiration	taxa	Thermoanaerobaculum aquaticum	Thermoanaerobaculum aquaticum	species	# DOI:10.1099/ijs.0.051425-0
manganese_respiration	taxa	Thermoanaerobaculum aquaticum	Thermoanaerobaculum aquaticum	species	# DOI:10.1099/ijs.0.051425-0
xylanolysis	taxa	Thermobifida alba	Thermobifida alba	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
cellulolysis	taxa	Thermobifida cellulosilytica	Thermobifida cellulosilytica	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
cellulolysis	taxa	Thermobifida fusca	Thermobifida fusca	species	# DOI:10.1128/JB.01899-06
xylanolysis	taxa	Thermobifida fusca	Thermobifida fusca	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Thermobifida halotolerans	Thermobifida halotolerans	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Thermochromatium tepidum	Thermochromatium tepidum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
fermentation	taxa	Thermococcus alcaliphilus	Thermococcus alcaliphilus	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
chitinolysis	taxa	Thermococcus chitonophagus	Thermococcus chitonophagus	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
chitinolysis	taxa	Thermococcus chitonophagus	Thermococcus chitonophagus	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595
fermentation	taxa	Thermococcus fumicolans	Thermococcus fumicolans	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
fermentation	taxa	Thermococcus hydrothermalis	Thermococcus hydrothermalis	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
chitinolysis	taxa	Thermococcus kodakaraensis	Thermococcus kodakaraensis	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595
chitinolysis	taxa	Thermococcus kodakarensis	Thermococcus kodakarensis	species	# DOI:10.1155/2004/204953
fermentation	taxa	Thermococcus sibericus	Thermococcus sibericus	species	# DOI:10.5772/55920
xylanolysis	taxa	Thermococcus zilligii	Thermococcus zilligii	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595
nitrate_reduction	taxa	Thermocrispum municipale	Thermocrispum municipale	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
sulfate_respiration	taxa	Thermodesulfatator atlanticus	Thermodesulfatator atlanticus	species	# DOI:10.1099/ijs.0.009449-0
dark_hydrogen_oxidation	taxa	Thermodesulfatator autotrophicus	Thermodesulfatator autotrophicus	species	# DOI:10.1099/ijsem.0.001297
sulfate_respiration	taxa	Thermodesulfatator autotrophicus	Thermodesulfatator autotrophicus	species	# DOI:10.1099/ijsem.0.001297
dark_hydrogen_oxidation	taxa	Thermodesulfatator indicus	Thermodesulfatator indicus	species	# DOI:10.1099/ijs.0.02669-0
sulfate_respiration	taxa	Thermodesulfatator indicus	Thermodesulfatator indicus	species	# DOI:10.1099/ijs.0.02669-0
dark_hydrogen_oxidation	taxa	Thermodesulfobacterium geofontis	Thermodesulfobacterium geofontis	species	# DOI:10.1007/s00792-013-0512-1
sulfate_respiration	taxa	Thermodesulfobacterium geofontis	Thermodesulfobacterium geofontis	species	# DOI:10.1007/s00792-013-0512-1
sulfur_respiration	taxa	Thermodesulfobacterium geofontis	Thermodesulfobacterium geofontis	species	# DOI:10.1007/s00792-013-0512-1
thiosulfate_respiration	taxa	Thermodesulfobacterium geofontis	Thermodesulfobacterium geofontis	species	# DOI:10.1007/s00792-013-0512-1
sulfite_respiration	taxa	Thermodesulfobacterium mobile	Thermodesulfobacterium mobile	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
dark_hydrogen_oxidation	taxa	Thermodesulfobium acidiphilum	Thermodesulfobium acidiphilum	species	# DOI:10.1099/ijsem.0.001745
sulfate_respiration	taxa	Thermodesulfobium acidiphilum	Thermodesulfobium acidiphilum	species	# DOI:10.1099/ijsem.0.001745
thiosulfate_respiration	taxa	Thermodesulfobium acidiphilum	Thermodesulfobium acidiphilum	species	# DOI:10.1099/ijsem.0.001745
nitrate_respiration	taxa	Thermodesulfobium narugense	Thermodesulfobium narugense	species	# Barton and Hamilton (2007). Sulphate-Reducing Bacteria: Environmental and Engineered Systems, ISBN: 9780521854856
sulfite_respiration	taxa	Thermodesulforhabdus norvegica	Thermodesulforhabdus narvegicus	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
sulfite_respiration	taxa	Thermodesulforhabdus norvegica	Thermodesulforhabdus norvegica	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
sulfite_respiration	taxa	Thermodesulforhabdus norvegica	Thermodesulforhabdus norvegica	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
sulfate_respiration	taxa	Thermodesulforhabdus norvegicus	Thermodesulforhabdus norvegicus	species	# Beeder et al. (1995). Thermodesulforhabdus norvegicus gen. nov., sp. nov., a novel thermophilic sulfate-reducing bacterium from oil field water
sulfate_respiration	taxa	Thermodesulforhabdus norvegicus	Thermodesulforhabdus norvegicus	species	# DOI:10.5772/55920
nitrate_respiration	taxa	Thermodesulfovibrio islandicus	Thermodesulfovibrio islandicus	species	# Barton and Hamilton (2007). Sulphate-Reducing Bacteria: Environmental and Engineered Systems, ISBN: 9780521854856
aerobic_chemoheterotrophy	taxa	Thermoflexus hugenholtzii	Thermoflexus hugenholtzii	species	# DOI:10.1099/ijs.0.055855-0
fermentation	taxa	Thermoflexus hugenholtzii	Thermoflexus hugenholtzii	species	# DOI:10.1099/ijs.0.055855-0
fumarate_respiration	taxa	Thermoflexus hugenholtzii	Thermoflexus hugenholtzii	species	# DOI:10.1099/ijs.0.055855-0
aerobic_chemoheterotrophy	taxa	Thermogemmatispora carboxidivorans	Thermogemmatispora carboxidivorans	species	# DOI:10.1099/ijs.0.059675-0
nitrate_reduction	taxa	Thermogemmatispora carboxidivorans	Thermogemmatispora carboxidivorans	species	# DOI:10.1099/ijs.0.059675-0
fermentation	taxa	Thermogladius shockii	Thermogladius shockii	species	# DOI:10.1007/s00203-010-0639-8
aliphatic_non_methane_hydrocarbon_degradation	taxa	Thermoleophilum minutum	Thermoleophilum minutum	species	# DOI:10.1099/ijs.0.02425-0   and   Zarilla et al. (1986) - Deoxyribonucleic acid homology and other comparisons among obligately thermophilic hydrocarbonoclastic bacteria, with a proposal for Thermoleophilum minutum sp. nov.
dark_hydrogen_oxidation	taxa	Thermolithobacter ferrireducens	Thermolithobacter ferrireducens	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Firmicutes and Tenericutes
fumarate_respiration	taxa	Thermolithobacter ferrireducens	Thermolithobacter ferrireducens	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Firmicutes and Tenericutes
thiosulfate_respiration	taxa	Thermolithobacter ferrireducens	Thermolithobacter ferrireducens	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Firmicutes and Tenericutes
nitrate_reduction	taxa	Thermomonospora chromogena	Thermomonospora chromogena	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
xylanolysis	taxa	Thermomonospora chromogena	Thermomonospora chromogena	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Thermomonospora curvata	Thermomonospora curvata	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
xylanolysis	taxa	Thermomonospora curvata	Thermomonospora curvata	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
cellulolysis	taxa	Thermomonospora fusca	Thermomonospora fusca	species	# Béguin and Aubert (1994) - The biological degradation of cellulose
ligninolysis	taxa	Thermomonospora mesophila	Thermomonospora mesophila	species	# DOI:10.1007/BF00257062
ligninolysis	taxa	Thermomonospora mesophila	Thermomonospora mesophila	species	# DOI:10.1099/00221287-130-11-2905
xylanolysis	taxa	Thermonospora fusca	Thermonospora fusca	species	# Le Gal (2005) - Marine Biotechnology I, ISBN: 9783540256595
nitrate_reduction	taxa	Thermopolyspora flexuosa	Thermopolyspora flexuosa	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
xylanolysis	taxa	Thermopolyspora flexuosa	Thermopolyspora flexuosa	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
fermentation	taxa	Thermosipho geolei	Thermosipho geolei	species	# DOI:10.5772/55920
dark_hydrogen_oxidation	taxa	Thermosulfidibacter takaii	Thermosulfidibacter takaii	species	# DOI:10.1099/ijs.0.65349-0
sulfur_respiration	taxa	Thermosulfidibacter takaii	Thermosulfidibacter takaii	species	# DOI:10.1099/ijs.0.65349-0
iron_respiration	taxa	Thermoterrabacterium ferrireducens	Thermoterrabacterium ferrireducens	species	# DOI:10.1007/978-3-642-30141-4_69
dark_sulfide_oxidation	taxa	Thermothrix azorensis	Thermothrix azorensis	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_sulfide_oxidation	taxa	Thermothrix azorensis	Thermothrix azorensis	species	# Odintsova et al (1996). Thermothrix azorensis sp. nov., an obligately chemolithoautotrophic, sulfur-oxidizing, thermophilic bacterium
dark_sulfur_oxidation	taxa	Thermothrix azorensis	Thermothrix azorensis	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_sulfur_oxidation	taxa	Thermothrix azorensis	Thermothrix azorensis	species	# Odintsova et al (1996). Thermothrix azorensis sp. nov., an obligately chemolithoautotrophic, sulfur-oxidizing, thermophilic bacterium
dark_thiosulfate_oxidation	taxa	Thermothrix azorensis	Thermothrix azorensis	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_thiosulfate_oxidation	taxa	Thermothrix azorensis	Thermothrix azorensis	species	# Odintsova et al (1996). Thermothrix azorensis sp. nov., an obligately chemolithoautotrophic, sulfur-oxidizing, thermophilic bacterium
dark_sulfide_oxidation	taxa	Thermothrix thiopara	Thermothrix thiopara	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_sulfur_oxidation	taxa	Thermothrix thiopara	Thermothrix thiopara	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_thiosulfate_oxidation	taxa	Thermothrix thiopara	Thermothrix thiopara	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_denitrification	taxa	Thermothrix thiopara	Thermothrix thiopara	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
xylanolysis	taxa	Thermotoga hypogea	Thermotoga hypogea	species	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
iron_respiration	taxa	Thermotoga maritima	Thermotoga maritima	species	# DOI:10.1007/978-3-642-30141-4_69
